,tune
2591,"[('1', 'Cm6'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Cm6'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Cm6'), ('2', 'Gm7b5'), ('2', 'C7b9'), ('1', 'Fm7'), ('1', 'Fm7'), ('2', 'Am7'), ('2', 'D7'), ('2', 'Fm7'), ('2', 'Bb7'), ('1', 'Ebmaj7'), ('2', 'Dm7b5'), ('2', 'G7b9')]"
2592,"[('1', 'Gm7b5'), ('1', 'C7b9'), ('1', 'Fm6'), ('1', 'Fm6'), ('1', 'Fm7b5'), ('1', 'Bb7b9'), ('1', 'Ebmaj7'), ('2', 'Dm7b5'), ('2', 'G7b9')]"
2593,"[('1', 'Cm6'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Cm6'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('2', 'Cm6'), ('2', 'Am7b5'), ('2', 'Am7'), ('2', 'G7b9'), ('1', 'Cm6'), ('2', 'Dm7b5'), ('2', 'G7b9')]"
2594,"[('1', 'Cmaj7'), ('1', 'E7b9'), ('1', 'Am7'), ('1', 'D7'), ('2', 'Abm7'), ('2', 'Dm7/A'), ('2', 'Bbm6'), ('2', 'Abm7/B'), ('1', 'Dbm6'), ('2', 'Gm7'), ('2', 'Dbm7'), ('1', 'Fmaj7'), ('2', 'Abm7'), ('2', 'Abm7/B'), ('1', 'E7b9'), ('1', 'Am7'), ('1', 'Fmaj7'), ('2', 'Abm7'), ('2', 'Abdim7'), ('1', 'Am7'), ('2', 'Fm6/Ab'), ('2', 'Abm7')]"
2595,"[('1', 'Cmaj7'), ('1', 'E7b9'), ('1', 'Am7'), ('1', 'D7'), ('2', 'Abm7'), ('2', 'Dm7/A'), ('2', 'Bbm6'), ('2', 'Abm7/B'), ('1', 'Dbm6'), ('2', 'Gm7'), ('2', 'Dbm7'), ('1', 'Fmaj7'), ('2', 'Abm7'), ('2', 'Abm7/B'), ('1', 'E7b9'), ('2', 'Am7'), ('2', 'Fm6/Ab'), ('1', 'Cmaj7'), ('2', 'Bm7#11'), ('2', 'A7b9'), ('2', 'Gbm7b5'), ('2', 'Abm7'), ('2', 'Em7b5'), ('2', 'A7b9'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Dbm6'), ('2', 'Abm7')]"
2596,"[('1', 'Cmaj7'), ('2', 'Gm7'), ('2', 'Dbm7b9'), ('1', 'Fmaj7'), ('1', 'Bm7'), ('2', 'Cmaj7'), ('2', 'Am7'), ('1', 'D7'), ('2', 'Dm7'), ('2', 'Abm7b9')]"
2597,"[('1', 'Cmaj7'), ('2', 'Gm7'), ('2', 'Dbm7b9'), ('1', 'Fmaj7'), ('1', 'Bm7'), ('2', 'Cmaj7'), ('2', 'Am7'), ('1', 'D7'), ('2', 'Dm7'), ('2', 'Abm7b9')]"
2598,"[('2', 'Dm7'), ('2', 'Abm7b9'), ('2', 'Em7'), ('2', 'A7b9'), ('2', 'Dm7'), ('2', 'Abm7b9'), ('2', 'Gbm7b5'), ('2', 'B7b9'), ('1', 'Em7'), ('1', 'A7'), ('2', 'Am7'), ('2', 'D7'), ('2', 'Dm7'), ('2', 'Abm7')]"
2599,"[('1', 'Cmaj7'), ('2', 'Gm7'), ('2', 'Dbm7b9'), ('1', 'Fmaj7'), ('1', 'Bm7'), ('2', 'Cmaj7'), ('2', 'Am7'), ('1', 'D7'), ('2', 'Dm7'), ('2', 'Abm7b9'), ('2', 'Dbm6'), ('2', 'Abm7')]"
2600,"[('1', 'Dm7'), ('1', 'G7'), ('2', 'Cmaj7'), ('2', 'F7'), ('4', 'Em7'), ('4', 'Am7'), ('4', 'Dm7'), ('4', 'G7'), ('2', 'Cm7'), ('2', 'Cm7'), ('2', 'F7'), ('2', 'F7')]"
2601,"[('1', 'Dm7'), ('1', 'G7'), ('2', 'Cmaj7'), ('2', 'F7'), ('4', 'Em7'), ('4', 'Am7'), ('4', 'Dm7'), ('4', 'G7'), ('2', 'Cm7'), ('2', 'Cm7'), ('2', 'F7'), ('2', 'F7')]"
2602,"[('1', 'Cm7b5'), ('1', 'F7b9'), ('1', 'Dm7'), ('1', 'G7b9'), ('1', 'Cm7b5'), ('1', 'F7b9'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Ebm7'), ('2', 'Am7')]"
2603,"[('1', 'Dm7'), ('1', 'G7'), ('2', 'Cmaj7'), ('2', 'F7'), ('4', 'Em7'), ('4', 'Am7'), ('4', 'Dm7'), ('4', 'G7'), ('2', 'Cm7'), ('2', 'Gm7'), ('2', 'F7'), ('2', 'F7'), ('1', 'Bm7'), ('1', 'B7')]"
2604,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Bm7/E'), ('1', 'Bm7/E'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Dbm/B'), ('1', 'Dbm/B'), ('2', 'Cmaj7'), ('2', 'Bm7'), ('2', 'Cmaj7'), ('2', 'Bm7'), ('1', 'Eadd9'), ('1', 'Eadd9')]"
2605,"[('1', 'Em'), ('1', 'Cmaj7#11'), ('1', 'Bm7'), ('1', 'Bm7'), ('1', 'Cmaj7'), ('1', 'Dbm/D'), ('1', 'Gmaj7'), ('1', 'Cmaj7'), ('2', 'Cmaj7'), ('2', 'Bm7'), ('2', 'Cmaj7'), ('2', 'Dbm/D'), ('1', 'Gmaj7'), ('1', 'Cmaj7'), ('1', 'Gbm7b5'), ('1', 'B7b9sus'), ('1', 'E7sus'), ('1', 'E7sus')]"
2606,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'E7'), ('1', 'E7'), ('1', 'A7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'Dm7')]"
2607,"[('1', 'E7'), ('1', 'E7'), ('1', 'Am7'), ('1', 'Am7'), ('1', 'D7'), ('1', 'D7'), ('1', 'Dm7'), ('1', 'G7')]"
2608,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'E7'), ('1', 'E7'), ('1', 'A7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'Dm7')]"
2609,"[('1', 'Fmaj7'), ('1', 'Fm6'), ('1', 'Em7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'G7'), ('2', 'C6'), ('2', 'Edim7'), ('2', 'Dm7'), ('2', 'G7')]"
2610,"[('1', 'Dm7'), ('1', 'G13'), ('1', 'Cmaj9'), ('2', 'Em7'), ('2', 'Edim7'), ('1', 'Dm7'), ('1', 'G7')]"
2611,"[('1', 'Dm7'), ('1', 'G13'), ('1', 'Cmaj9'), ('2', 'Em7'), ('2', 'Edim7'), ('1', 'Dm7'), ('1', 'G7')]"
2612,"[('1', 'Gm7'), ('1', 'C7'), ('1', 'Gbm6'), ('1', 'Gbm6'), ('1', 'D9'), ('1', 'D9'), ('1', 'Dm9'), ('1', 'G7')]"
2613,"[('1', 'Dm7'), ('1', 'G13'), ('1', 'Cmaj9'), ('2', 'Em7'), ('2', 'Edim7'), ('1', 'Dm7'), ('1', 'G7'), ('1', 'C6'), ('2', 'Em7b5'), ('2', 'A7')]"
2614,"[('1', 'Cmaj7'), ('1', 'Ebm7'), ('2', 'Gm7'), ('2', 'Abm7#5'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Ebm7'), ('1', 'Ab7'), ('1', 'Abm7'), ('1', 'Cmaj7'), ('1', 'Dbm7'), ('1', 'Gbm6'), ('1', 'Bm7'), ('1', 'Cmaj7'), ('1', 'Ebm7'), ('2', 'Gm7'), ('2', 'Abm7#5'), ('1', 'Cmaj7')]"
2615,"[('2', 'Cmaj7'), ('2', 'A7'), ('1', 'Ebm7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Cmaj7'), ('2', 'Abm7'), ('2', 'Cmaj7'), ('2', 'A7'), ('1', 'Ebm7'), ('1', 'Ab7'), ('1', 'Abm7'), ('1', 'Cmaj7'), ('1', 'Dbm7'), ('1', 'Gbm6'), ('1', 'Bm7'), ('2', 'Cmaj7'), ('2', 'A7'), ('1', 'Ebm7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Dbm6'), ('2', 'Abm7')]"
2616,"[('1', 'Dm9'), ('2', 'Dm9'), ('2', 'G7#5'), ('1', 'Cmaj9'), ('1', 'Cmaj9'), ('1', 'Gm9'), ('2', 'Gm9'), ('2', 'C7#5'), ('1', 'Fmaj9'), ('1', 'Fmaj9')]"
2617,"[('1', 'Fmaj9'), ('2', 'Fm9'), ('2', 'G7b9'), ('1', 'Cmaj7'), ('1', 'C7'), ('1', 'Fm7'), ('1', 'Am7'), ('2', 'G7'), ('2', 'Fm6'), ('1', 'G7')]"
2618,"[('1', 'Dm9'), ('2', 'Dm9'), ('2', 'G7#5'), ('1', 'Cmaj9'), ('1', 'Cmaj9'), ('1', 'Gm9'), ('2', 'Gm9'), ('2', 'C7#5'), ('1', 'Fmaj9'), ('1', 'Fmaj9')]"
2619,"[('1', 'Fmaj9'), ('2', 'Fm9'), ('2', 'Bm7'), ('2', 'Cmaj7'), ('2', 'Dm7'), ('2', 'Em7b5'), ('2', 'A7'), ('1', 'D7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'C6'), ('2', 'Em7b5'), ('2', 'A7')]"
2620,"[('1', 'Cmaj7'), ('2', 'Gbm7b5'), ('2', 'Gbm7'), ('1', 'Em7'), ('1', 'A7b9'), ('1', 'Dm7'), ('2', 'Fm7'), ('2', 'Bm7'), ('1', 'Am7'), ('2', 'D7'), ('2', 'Ebdim7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('4', 'Am7'), ('4', 'G7'), ('2', 'Gb7'), ('4', 'Gbm7'), ('4', 'E7'), ('4', 'Em7'), ('4', 'Ammaj7'), ('2', 'G7#5')]"
2621,"[('1', 'Cmaj7'), ('2', 'Gbm7b5'), ('2', 'Gbm7'), ('1', 'Em7'), ('1', 'A7b9'), ('1', 'Dm7'), ('2', 'Fm7'), ('2', 'Bm7'), ('1', 'Am7'), ('2', 'D7'), ('2', 'Ebdim7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('4', 'Am7'), ('4', 'G7'), ('2', 'Gb7'), ('4', 'Gbm7'), ('4', 'E7'), ('4', 'Em7'), ('4', 'Ammaj7'), ('2', 'G7#5')]"
2622,"[('1', 'C7b9'), ('1', 'C7b9'), ('2', 'Fm'), ('2', 'Fmb6'), ('2', 'Fm6'), ('2', 'Fmb6'), ('1', 'Dm7b5'), ('1', 'G7b9'), ('2', 'Bm7'), ('2', 'E7b9'), ('2', 'Abm7'), ('2', 'Db7b9')]"
2623,"[('1', 'Gbmaj7'), ('1', 'Gmaj7/Gb'), ('1', 'Gbmaj7'), ('1', 'Gmaj7/Gb'), ('1', 'Gbmaj7'), ('1', 'Gmaj7/Gb'), ('2', 'Fm7'), ('2', 'Bm7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Ebm7'), ('2', 'Abm7'), ('2', 'Dm7'), ('2', 'G7')]"
2624,"[('1', 'Cmaj7'), ('2', 'Gbm7b5'), ('2', 'Gbm7'), ('1', 'Em7'), ('1', 'A7b9'), ('1', 'Dm7'), ('2', 'Fm7'), ('2', 'Bm7'), ('1', 'Am7'), ('2', 'D7'), ('2', 'Ebdim7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('4', 'Am7'), ('4', 'G7'), ('2', 'Gb7'), ('4', 'Gbm7'), ('4', 'E7')]"
2625,[]
2626,"[('1', 'C7#11')]"
2627,"[('1', 'Cmaj7'), ('2', 'Gbm7b5'), ('2', 'Gbm7'), ('1', 'Em7'), ('1', 'A7b9'), ('1', 'Dm7'), ('2', 'Fm7'), ('2', 'Bm7'), ('1', 'Am7'), ('2', 'D7'), ('2', 'Ebdim7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('4', 'Am7'), ('4', 'G7'), ('2', 'Gb7'), ('4', 'Gbm7'), ('4', 'E7'), ('4', 'Em7'), ('4', 'Ammaj7'), ('2', 'G7#5')]"
2628,"[('1', 'Cmaj7'), ('2', 'Gbm7b5'), ('2', 'Gbm7'), ('1', 'Em7'), ('1', 'A7b9'), ('1', 'Dm7'), ('2', 'Fm7'), ('2', 'Bm7'), ('1', 'Am7'), ('2', 'D7'), ('2', 'Ebdim7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('4', 'Am7'), ('4', 'G7'), ('2', 'Gb7'), ('4', 'Gbm7'), ('4', 'E7'), ('4', 'Em7'), ('4', 'Ammaj7'), ('2', 'G7#5')]"
2629,"[('1', 'C7b9'), ('1', 'C7b9'), ('2', 'Fm'), ('2', 'Fmb6'), ('2', 'Fm6'), ('2', 'Fmb6'), ('1', 'Dm7b5'), ('1', 'G7b9'), ('2', 'Bm7'), ('2', 'E7b9'), ('2', 'Abm7'), ('2', 'Db7b9')]"
2630,"[('1', 'Gbmaj7'), ('1', 'Gmaj7/Gb'), ('1', 'Gbmaj7'), ('1', 'Gmaj7/Gb'), ('1', 'Gbmaj7'), ('1', 'Gmaj7/Gb'), ('2', 'Fm7'), ('2', 'Bm7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Ebm7'), ('2', 'Abm7'), ('2', 'Dm7'), ('2', 'G7')]"
2631,"[('1', 'Cmaj7'), ('2', 'Gbm7b5'), ('2', 'Gbm7'), ('1', 'Em7'), ('1', 'A7b9'), ('1', 'Dm7'), ('2', 'Fm7'), ('2', 'Bm7'), ('1', 'Am7'), ('2', 'D7'), ('2', 'Ebdim7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('4', 'Am7'), ('4', 'G7'), ('2', 'Gb7'), ('4', 'Gbm7'), ('4', 'E7')]"
2632,[]
2633,"[('1', 'Cmaj7'), ('2', 'Gbm7b5'), ('2', 'Gbm7'), ('1', 'Em7'), ('1', 'A7b9'), ('1', 'Dm7'), ('2', 'Fm7'), ('2', 'Bm7'), ('1', 'Am7'), ('2', 'D7'), ('2', 'Ebdim7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('4', 'Am7'), ('4', 'G7'), ('2', 'Gb7'), ('4', 'Gbm7'), ('4', 'E7'), ('4', 'Em7'), ('4', 'Ammaj7'), ('2', 'G7#5')]"
2634,"[('1', 'Cmaj7'), ('2', 'Gbm7b5'), ('2', 'Gbm7'), ('1', 'Em7'), ('1', 'A7b9'), ('1', 'Dm7'), ('2', 'Fm7'), ('2', 'Bm7'), ('1', 'Am7'), ('2', 'D7'), ('2', 'Ebdim7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('4', 'Am7'), ('4', 'G7'), ('2', 'Gb7'), ('4', 'Gbm7'), ('4', 'E7'), ('4', 'Em7'), ('4', 'Ammaj7'), ('2', 'G7#5')]"
2635,"[('1', 'C7b9'), ('1', 'C7b9'), ('2', 'Fm'), ('2', 'Fmb6'), ('2', 'Fm6'), ('2', 'Fmb6'), ('1', 'Dm7b5'), ('1', 'G7b9'), ('2', 'Bm7'), ('2', 'E7b9'), ('2', 'Abm7'), ('2', 'Db7b9')]"
2636,"[('1', 'Gbmaj7'), ('1', 'Gmaj7/Gb'), ('1', 'Gbmaj7'), ('1', 'Gmaj7/Gb'), ('1', 'Gbmaj7'), ('1', 'Gmaj7/Gb'), ('2', 'Fm7'), ('2', 'Bm7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Ebm7'), ('2', 'Abm7'), ('2', 'Dm7'), ('2', 'G7')]"
2637,"[('1', 'Cmaj7'), ('2', 'Gbm7b5'), ('2', 'Gbm7'), ('1', 'Em7'), ('1', 'A7b9'), ('1', 'Dm7'), ('2', 'Fm7'), ('2', 'Bm7'), ('1', 'Am7'), ('2', 'D7'), ('2', 'Ebdim7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('4', 'Am7'), ('4', 'G7'), ('2', 'Gb7'), ('4', 'Gbm7'), ('4', 'E7')]"
2638,[]
2639,"[('1', 'C7#11')]"
2640,"[('1', 'Cmaj7'), ('2', 'Gbm7b5'), ('2', 'Gbm7'), ('1', 'Em7'), ('1', 'A7b9'), ('1', 'Dm7'), ('2', 'Fm7'), ('2', 'Bm7'), ('1', 'Am7'), ('2', 'D7'), ('2', 'Ebdim7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('4', 'Am7'), ('4', 'G7'), ('2', 'Gb7'), ('4', 'Gbm7'), ('4', 'E7'), ('4', 'Em7'), ('4', 'Ammaj7'), ('2', 'G7#5')]"
2641,"[('1', 'Cmaj7'), ('2', 'Gbm7b5'), ('2', 'Gbm7'), ('1', 'Em7'), ('1', 'A7b9'), ('1', 'Dm7'), ('2', 'Fm7'), ('2', 'Bm7'), ('1', 'Am7'), ('2', 'D7'), ('2', 'Ebdim7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('4', 'Am7'), ('4', 'G7'), ('2', 'Gb7'), ('4', 'Gbm7'), ('4', 'E7'), ('4', 'Em7'), ('4', 'Ammaj7'), ('2', 'G7#5')]"
2642,"[('1', 'C7b9'), ('1', 'C7b9'), ('2', 'Fm'), ('2', 'Fmb6'), ('2', 'Fm6'), ('2', 'Fmb6'), ('1', 'Dm7b5'), ('1', 'G7b9'), ('2', 'Bm7'), ('2', 'E7b9'), ('2', 'Abm7'), ('2', 'Db7b9')]"
2643,"[('1', 'Gbmaj7'), ('1', 'Gmaj7/Gb'), ('1', 'Gbmaj7'), ('1', 'Gmaj7/Gb'), ('1', 'Gbmaj7'), ('1', 'Gmaj7/Gb'), ('2', 'Fm7'), ('2', 'Bm7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Ebm7'), ('2', 'Abm7'), ('2', 'Dm7'), ('2', 'G7')]"
2644,"[('1', 'Cmaj7'), ('2', 'Gbm7b5'), ('2', 'Gbm7'), ('1', 'Em7'), ('1', 'A7b9'), ('1', 'Dm7'), ('2', 'Fm7'), ('2', 'Bm7'), ('1', 'Am7'), ('2', 'D7'), ('2', 'Ebdim7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('4', 'Am7'), ('4', 'G7'), ('2', 'Gb7'), ('4', 'Gbm7'), ('4', 'E7')]"
2645,"[('1', 'C7#11')]"
2646,"[('1', 'Cmaj7'), ('1', 'Am7'), ('1', 'D7'), ('2', 'Abm7sus'), ('2', 'Abm7'), ('1', 'Cmaj7'), ('1', 'Am7'), ('1', 'D7'), ('1', 'Abm7')]"
2647,"[('1', 'Gm7'), ('1', 'Dbm7'), ('1', 'Fmaj7'), ('2', 'Em7'), ('2', 'A7'), ('1', 'Dm7'), ('2', 'Fm7'), ('2', 'Bm7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'D7'), ('2', 'Abm7')]"
2648,"[('1', 'Cmaj7'), ('1', 'Am7'), ('1', 'D7'), ('2', 'Abm7sus'), ('2', 'Abm7'), ('1', 'Cmaj7'), ('1', 'Am7'), ('1', 'D7'), ('1', 'Abm7')]"
2649,"[('1', 'Gm7'), ('1', 'Dbm7'), ('1', 'Fmaj7'), ('2', 'Gb7'), ('2', 'B7b13'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'Abm7'), ('1', 'Dbm6'), ('2', 'Dm7'), ('2', 'Abm7')]"
2650,"[('4', 'Cmaj7'), ('4', 'Bm7'), ('4', 'A9'), ('4', 'Em9'), ('2', 'D9'), ('2', 'Abm13'), ('2', 'D9'), ('2', 'Abm13'), ('4', 'Em7'), ('4', 'A7'), ('4', 'Dm7'), ('4', 'Abm7'), ('4', 'Dbm'), ('4', 'Bm7'), ('4', 'A9'), ('4', 'Em9'), ('2', 'D9'), ('2', 'Abm13'), ('2', 'D9'), ('2', 'Abm13'), ('2', 'Dbm9'), ('4', 'Gm7'), ('4', 'Dbm9')]"
2651,"[('2', 'Gbm6'), ('2', 'Gbdim7'), ('4', 'Dbm6'), ('4', 'Abm7'), ('2', 'Dbm9'), ('2', 'Gbm6'), ('2', 'Gbdim7'), ('4', 'Dbm6'), ('4', 'A7'), ('4', 'Dm7'), ('4', 'Abm7')]"
2652,"[('4', 'Cmaj7'), ('4', 'Bm7'), ('4', 'A9'), ('4', 'Em9'), ('2', 'D9'), ('2', 'Abm13'), ('2', 'D9'), ('2', 'Abm13'), ('4', 'Dbm9'), ('4', 'B9'), ('4', 'Bm9'), ('4', 'A9'), ('2', 'D9'), ('2', 'Abm13'), ('2', 'Dbm6'), ('4', 'Dm7'), ('4', 'Abm7')]"
2653,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Dm7'), ('1', 'Abm7'), ('1', 'Dm7'), ('1', 'Abm7'), ('1', 'Abm7'), ('1', 'Abm7'), ('1', 'Abm7'), ('1', 'Abm7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'Abm7')]"
2654,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Bm7'), ('1', 'Bm7'), ('1', 'Dm7'), ('1', 'Abm7'), ('1', 'Em7'), ('1', 'Edim7'), ('1', 'Dm7'), ('1', 'Abm7'), ('1', 'Dbm6'), ('2', 'Bm7b5'), ('2', 'E7')]"
2655,"[('1', 'Am7'), ('1', 'Am7'), ('1', 'Gbm7#11'), ('1', 'Gbm7#11'), ('1', 'E7'), ('1', 'E7'), ('1', 'A7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'Dm7'), ('1', 'Fm7'), ('1', 'Bm7'), ('1', 'Fm7'), ('1', 'Bm7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'Abm7')]"
2656,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Gm7'), ('1', 'Dbm7'), ('1', 'Dbm7'), ('1', 'Dbm7'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Bm7'), ('1', 'Bm7'), ('1', 'Dm7'), ('1', 'Abm7'), ('1', 'Em7'), ('1', 'Edim7'), ('1', 'Dm7'), ('1', 'Dm7'), ('1', 'Fm7'), ('1', 'Bm7'), ('1', 'Dm7'), ('1', 'Abm7sus'), ('1', 'Dbm6'), ('2', 'Dm7'), ('2', 'Abm7')]"
2657,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Edim7'), ('1', 'Edim7'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Am7'), ('1', 'D7')]"
2658,"[('1', 'Bbmaj7'), ('1', 'Em7'), ('2', 'Fmaj7'), ('2', 'Bb7'), ('2', 'Am7'), ('2', 'D7'), ('1', 'G9'), ('1', 'G9'), ('1', 'G9'), ('1', 'G9')]"
2659,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Edim7'), ('1', 'Edim7'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Am7'), ('1', 'D7')]"
2660,"[('1', 'Bbmaj7'), ('1', 'Em7'), ('2', 'Fmaj7'), ('2', 'Bb7'), ('2', 'Am7'), ('2', 'D7'), ('1', 'G9'), ('2', 'Gm7'), ('2', 'C7'), ('1', 'Fmaj7'), ('2', 'Dm7'), ('2', 'G7')]"
2661,"[('2', 'Cmaj7'), ('2', 'Em7'), ('2', 'Fm7'), ('2', 'Bm7'), ('1', 'Ebmaj7'), ('2', 'Dm7b5'), ('2', 'Abm7b13'), ('2', 'Cm7'), ('2', 'Am7b5'), ('2', 'Dm7b5'), ('2', 'Abm7b13')]"
2662,"[('2', 'Cmaj7'), ('2', 'Em7'), ('2', 'Fm7'), ('2', 'Bm7'), ('1', 'Ebmaj7'), ('2', 'Dm7b5'), ('2', 'Abm7b13'), ('2', 'Cm7'), ('2', 'Am7b5'), ('2', 'Dm7b5'), ('2', 'Abm7b13')]"
2663,"[('1', 'Fmaj7'), ('1', 'Gbdim7'), ('1', 'Dbm6'), ('1', 'Dbm6'), ('2', 'Gbm7'), ('2', 'B7'), ('2', 'Abm7'), ('2', 'Db7b9'), ('2', 'Gbm7'), ('2', 'B7'), ('2', 'Emaj7'), ('2', 'Abm7')]"
2664,"[('2', 'Cmaj7'), ('2', 'Em7'), ('2', 'Fm7'), ('2', 'Bm7'), ('1', 'Ebmaj7'), ('2', 'Dm7b5'), ('2', 'Abm7b13'), ('2', 'Cm7'), ('2', 'Am7b5'), ('2', 'Dm7b5'), ('2', 'Abm7b13'), ('1', 'Cmaj7'), ('2', 'Gm7'), ('2', 'Dbm7')]"
2665,"[('1', 'Fmaj7'), ('1', 'Bm7'), ('2', 'Cmaj7'), ('2', 'Abm6/B'), ('4', 'Am7'), ('4', 'Am'), ('4', 'Gbm7b5'), ('4', 'B7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Cmaj7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'Abm7')]"
2666,"[('2', 'Cmaj7'), ('2', 'Dm7'), ('1', 'Abm7'), ('1', 'Abm7'), ('1', 'Abm7'), ('2', 'Cmaj7'), ('2', 'A7'), ('2', 'Fmaj7'), ('2', 'Fm7'), ('2', 'Cmaj7'), ('2', 'Abm7'), ('1', 'Cmaj7')]"
2667,"[('2', 'E7'), ('2', 'Amaj7'), ('2', 'E7'), ('2', 'Amaj7'), ('2', 'Bm7'), ('2', 'E7'), ('4', 'Bm'), ('4', 'E7'), ('2', 'Amaj7'), ('2', 'Abm7'), ('2', 'Cmaj7'), ('2', 'Abm7'), ('2', 'Cmaj7'), ('1', 'D7'), ('2', 'Dm7'), ('2', 'Abm7')]"
2668,"[('2', 'Cmaj7'), ('2', 'Dm7'), ('1', 'Abm7'), ('1', 'Abm7'), ('1', 'Abm7'), ('2', 'Cmaj7'), ('2', 'A7'), ('2', 'Fmaj7'), ('2', 'Fm7'), ('2', 'Cmaj7'), ('2', 'Abm7'), ('1', 'Cmaj7')]"
2669,"[('1', 'Dm7'), ('1', 'Abm7#5'), ('2', 'Cmaj7'), ('2', 'Em7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'Abm7')]"
2670,"[('1', 'Dm7'), ('1', 'Abm7#5'), ('2', 'Cmaj7'), ('2', 'Em7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'Abm7')]"
2671,"[('1', 'Gm7'), ('1', 'Dbm7'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Ebm7'), ('2', 'Am7'), ('2', 'Ebm7'), ('1', 'Dm7'), ('1', 'Abm7#5')]"
2672,"[('1', 'Dm7'), ('1', 'Abm7#5'), ('2', 'Cmaj7'), ('2', 'Em7'), ('1', 'A7'), ('1', 'Dm7'), ('1', 'Abm7'), ('2', 'Cmaj7'), ('2', 'Fm6'), ('1', 'Cmaj7')]"
2673,"[('1', 'C6'), ('1', 'Edim7'), ('1', 'Dm7'), ('2', 'G7'), ('2', 'G7#5'), ('2', 'Cmaj7'), ('2', 'C6'), ('2', 'Cmaj7'), ('2', 'C6'), ('2', 'Cmaj7'), ('2', 'C7'), ('2', 'A7b9'), ('2', 'Fm6'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7b5'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'G7b9#5')]"
